Distribution,Outlier,Num_Cat_Feature,Numerical_Feature,Categorical_Feature,Scaler,estimator,Score,Iteration
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.385566621571003, [3587 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.385566621571003, [3589 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,RobustScaler(),LinearRegression,0.385566621571003, [2642 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.385566621571003, [2644 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.385566621571003, [2747 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.385566621571003, [2749 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.385566621571003, [3482 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.385566621571003, [3484 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.385566621571003, [3587 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.385566621571003, [3589 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [2641 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [2746 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [3481 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [3586 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [2641 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [2746 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [3481 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [3586 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [2641 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [2746 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.385566621571003, [3481 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.385566621571003, [3586 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2643 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2748 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3483 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3588 / 7920 of iteration 1/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2643 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2748 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3483 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3588 / 7920 of iteration 2/3]
passthrough,LocalOutlierFactor(),passthrough,passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2643 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [2748 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3483 / 7920 of iteration 3/3]
passthrough,LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.385566621571003, [3588 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.384671228888501, [6167 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.384671228888501, [5930 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.384352133294688, [5673 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.383192147949243, [6032 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.382741580849773, [5688 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.382741580849773, [5643 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.382741580849773, [5688 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.382741580849773, [5689 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.382741580849772, [5645 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.382741580849772, [5690 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.382741580849772, [5642 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.382741580849772, [5687 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.382741580849772, [5641 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.382741580849772, [5686 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.382741580849772, [5641 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.382356790522548, [5396 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.381481893447728, [6134 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),passthrough,"SelectKBest(k=7, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.381481893447728, [5399 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),passthrough,passthrough,passthrough,MinMaxScaler(),LinearRegression,0.381481893447728, [5293 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.381400608877643, [5414 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.381362535895281, [5413 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.381362535895281, [5428 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.381362535895281, [5429 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.381362535895281, [5429 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.381362535895281, [5426 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.381362535895281, [5430 / 7920 of iteration 1/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.381362535895281, [5412 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.381362535895281, [5415 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.381362535895281, [5430 / 7920 of iteration 2/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.381362535895281, [5411 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.381362535895281, [5412 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.381362535895281, [5427 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.381362535895281, [5430 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.380888525038619, [5942 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.380699377964363, [5960 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.37999076407167, [5522 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.37999076407167, [5553 / 7920 of iteration 3/3]
PowerTransformer(),IsolationForest(),"SelectKBest(k=1, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.37947544970979, [5415 / 7920 of iteration 3/3]
passthrough,IsolationForest(),passthrough,"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.379072811191565, [5330 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.379072811191565, [5810 / 7920 of iteration 1/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.379072811191565, [5930 / 7920 of iteration 1/3]
passthrough,IsolationForest(),passthrough,"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.379072811191565, [5330 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.379072811191565, [5928 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.379072811191565, [6048 / 7920 of iteration 3/3]
passthrough,IsolationForest(),passthrough,"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.379072811191565, [5326 / 7920 of iteration 1/3]
passthrough,IsolationForest(),passthrough,"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.379072811191565, [5326 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.379072811191565, [5926 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.379072811191565, [6169 / 7920 of iteration 2/3]
passthrough,IsolationForest(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.379072811191565, [6049 / 7920 of iteration 3/3]
passthrough,IsolationForest(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.379072811191565, [6169 / 7920 of iteration 3/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5062 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5063 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5064 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5065 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5067 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5068 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5069 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=1, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5070 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5077 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5078 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5079 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5080 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5082 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5083 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5084 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5085 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5092 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5093 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5094 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5095 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5097 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5098 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5099 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=3, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5100 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5107 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5108 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5109 / 7920 of iteration 1/3]
QuantileTransformer(output_distribution='normal'),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.378909442356922, [5110 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.378909442356922, [5112 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.378909442356922, [5113 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),PCA(n_components=6),"SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.378909442356922, [5114 / 7920 of iteration 1/3]
